Name,DisseminationURL
PT-TT-SNI-DSC-22-930_m0001.TIF,vault://81FB65A4B669CD74B638B83C5644D379
PT-TT-SNI-DSC-22-930_m0002.TIF,vault://1D4799053A686A7BB58890AD1C05CB13
PT-TT-SNI-DSC-22-930_m0003.TIF,vault://F81F919AB37C3E212B5708E5E9D6E440
PT-TT-SNI-DSC-22-930_m0004.TIF,vault://669C51216B1F6EC147DEF6FE61CE9C62
PT-TT-SNI-DSC-22-930_m0005.TIF,vault://0A85BBF83526F801348B3A62E68CE02A
PT-TT-SNI-DSC-22-930_m0006.TIF,vault://DE01354426520FCCA1222948F85B8F2C
PT-TT-SNI-DSC-22-930_m0007.TIF,vault://B65DECB72BF3C9FF5C9AC9C213DD0B2C
PT-TT-SNI-DSC-22-930_m0008.TIF,vault://AEA86DF21AE29AD62DD64FD9EFB7E4D9
PT-TT-SNI-DSC-22-930_m0009.TIF,vault://2E1F1105E3E4C3A2D1A991F8ADAEBD0A
PT-TT-SNI-DSC-22-930_m0010.TIF,vault://F53CBD1A538B898F461C5EDA441061E7
PT-TT-SNI-DSC-22-930_m0011.TIF,vault://F0FE5DC1EA3B697EDEC02A0FF26D9455
PT-TT-SNI-DSC-22-930_m0012.TIF,vault://DEAE9857E06723334E073C49128C670A
PT-TT-SNI-DSC-22-930_m0013.TIF,vault://858592217B52B9AEE3D40138F659B203
PT-TT-SNI-DSC-22-240_m0001.TIF,vault://DISSEMINATION/3D53C2424ED17AB4874BDAC2A2687CF0
PT-TT-SNI-DSC-22-240_m0002.TIF,vault://DISSEMINATION/6B1CF9F4C2ECE806C194C9852A110F6D
PT-TT-SNI-DSC-22-240_m0003.TIF,vault://DISSEMINATION/A63B0F420F4E7FB36783D86A1204BE86
PT-TT-SNI-DSC-22-240_m0004.TIF,vault://DISSEMINATION/5BD510C6D392E9F2794DE3B603441E90
PT-TT-SNI-DSC-22-240_m0005.TIF,vault://DISSEMINATION/0516E8FFF717209D133B05199067A52E
PT-TT-SNI-DSC-22-240_m0006.TIF,vault://DISSEMINATION/0017C1CC6029642E686CACC3597ED361
PT-TT-SNI-DSC-22-240_m0007.TIF,vault://DISSEMINATION/887AB9575608E1DFBB7CC51446CF808B
PT-TT-SNI-DSC-22-240_m0008.TIF,vault://DISSEMINATION/80CF67B1D705EDE776831368322B59D2
PT-TT-SNI-DSC-22-240_m0009.TIF,vault://DISSEMINATION/B2C689B135448670BDD6758C8C1D8468
PT-TT-SNI-DSC-22-240_m0010.TIF,vault://DISSEMINATION/D1A8F6BBFB37A7BD56859D123828336D
PT-TT-SNI-DSC-22-240_m0011.TIF,vault://DISSEMINATION/A0EADE4FC9BC8FA71C2C994D4B98B010
PT-TT-SNI-DSC-22-240_m0012.TIF,vault://DISSEMINATION/538425A5072C7D081EEEFADF5E6CD30F
PT-TT-SNI-DSC-22-240_m0013.TIF,vault://DISSEMINATION/60A48EDC0653C0C8D0D3010CEA029512
PT-TT-SNI-DSC-22-240_m0014.TIF,vault://DISSEMINATION/98D5D0CBEB084E6EFEF97B24F3FA6FD7
PT-TT-SNI-DSC-22-240_m0015.TIF,vault://DISSEMINATION/8544D888D7DE3DF45954AFD3502759AD
PT-TT-SNI-DSC-22-240_m0016.TIF,vault://DISSEMINATION/567797C8D91630AF12FF2BF549E4E95A
PT-TT-SNI-DSC-22-240_m0017.TIF,vault://DISSEMINATION/3F8AC679BA4A2CCDD9A6B7E22BBEBB2D
PT-TT-SNI-DSC-22-240_m0018.TIF,vault://DISSEMINATION/229D9D2CBA8EC35BF290FE021B7DA2A0
PT-TT-SNI-DSC-22-240_m0019.TIF,vault://DISSEMINATION/768F8E56825792F96AE95CE32DBE4F63
PT-TT-SNI-DSC-22-240_m0020.TIF,vault://DISSEMINATION/654BBD1B1BF5F2502F76F1D43857927A
PT-TT-SNI-DSC-22-240_m0021.TIF,vault://DISSEMINATION/18423AB5BD0ECE017B135318A4C18ABF
PT-TT-SNI-DSC-22-240_m0022.TIF,vault://DISSEMINATION/C60026029AE155F0CA3751303EBAD158
PT-TT-SNI-DSC-22-240_m0023.TIF,vault://DISSEMINATION/7F2AE953D49737D17CACE9AE4E967994
PT-TT-SNI-DSC-22-240_m0024.TIF,vault://DISSEMINATION/58C247FADFE0D90944EB9CE9ADB6BA6C
PT-TT-SNI-DSC-22-240_m0025.TIF,vault://DISSEMINATION/A42232372DD4CAF358F58951419AC5AB
PT-TT-SNI-DSC-22-240_m0026.TIF,vault://DISSEMINATION/1B413D1F58EFF0896AC561D58074944E
