file,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat,baseline
PT-TT-SNI-DSC-35-8-231_m0084,56.74,60.13,38.36,65.77,43.84,56.55,56.74,67.57,56.74,56.74,56.74,56.74,9.88,55.94,55.32,56.74
PT-TT-SNI-DSC-35-8-270_m0112,42.42,46.51,10.91,56.34,34.78,51.43,43.08,50.0,42.42,42.42,42.42,42.42,10.99,54.79,51.95,42.42
PT-TT-SNI-DSC-35-8-4007_m0214,48.0,47.06,0.0,43.18,40.91,52.63,50.0,53.52,48.0,48.0,48.0,48.0,22.54,52.17,48.1,48.0
PT-TT-SNI-DSC-35-8-4012_m0219,74.02,72.44,46.96,74.6,69.17,69.77,73.44,70.4,74.02,74.02,74.02,74.02,25.9,74.02,67.18,74.02
PT-TT-SNI-DSC-35-8-4013_m0220,63.24,63.16,31.25,61.76,54.41,58.02,59.7,62.4,63.24,63.24,63.24,63.24,19.72,63.24,60.29,63.24
PT-TT-SNI-DSC-35-8-4115_m0294,40.51,42.86,10.67,39.51,28.95,38.96,45.57,34.78,40.51,40.51,40.51,40.51,5.71,46.75,41.03,40.51
PT-TT-SNI-DSC-35-8-4124_m0303,64.57,65.45,39.44,64.25,55.41,58.45,58.04,62.39,64.57,64.57,64.57,64.57,13.7,64.57,64.29,64.57
PT-TT-SNI-DSC-35-8-4201_m0374,47.76,48.0,11.32,46.15,30.11,37.33,48.48,41.94,47.76,47.76,47.76,47.76,10.13,36.59,40.0,47.76
PT-TT-SNI-DSC-35-8-4202_m0375,38.1,36.84,3.64,40.0,31.33,44.21,34.15,34.21,38.1,38.1,38.1,38.1,10.67,45.57,35.44,38.1
PT-TT-SNI-DSC-35-8-4203_m0376,48.57,51.35,24.56,42.11,48.78,48.57,48.57,43.24,48.57,48.57,48.57,48.57,8.11,50.7,52.05,48.57
PT-TT-SNI-DSC-35-8-4228_m0405,50.98,43.4,6.56,44.23,40.37,37.78,46.6,33.33,50.98,50.98,50.98,50.98,24.07,47.06,45.71,50.98
PT-TT-SNI-DSC-35-8-4229_m0406,46.79,46.09,1.3,52.79,40.0,33.47,45.86,8.43,46.79,46.79,46.79,46.79,15.75,52.08,51.71,46.79
PT-TT-SNI-DSC-35-8-9303_m0451,64.44,63.5,35.16,64.94,53.62,64.71,63.7,64.73,64.44,64.44,64.44,64.44,33.68,64.44,62.55,64.44
PT-TT-SNI-DSC-35-8-9303_m0452,53.49,51.85,28.57,52.87,50.0,50.57,52.87,52.38,53.49,53.49,53.49,53.49,38.64,53.49,52.27,53.49
PT-TT-SNI-DSC-35-8-9320_m0475,42.62,36.36,0.0,42.62,37.68,41.94,41.94,45.61,42.62,42.62,42.62,42.62,7.02,46.43,44.83,42.62
PT-TT-SNI-DSC-9-84_m0123,60.75,48.42,22.09,51.92,53.27,45.83,54.79,48.28,60.75,60.75,60.75,60.75,31.43,51.43,66.35,60.75
