file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-9-857_m0021,85.86,85.86,86.69,85.45,86.28,75.47,76.51,83.16,53.85,85.86,0.0,86.69,85.86,56.55,86.28,86.49
PT-TT-SNI-DSC-9-857_m0022,10.03,10.03,11.88,14.77,14.45,83.23,35.79,9.23,84.75,10.03,0.08,8.35,10.03,85.15,30.58,84.99
PT-TT-SNI-DSC-9-857_m0023,60.15,60.15,57.62,48.46,62.31,55.92,57.0,58.38,43.15,60.15,0.0,63.23,60.15,50.92,63.54,61.69
PT-TT-SNI-DSC-9-857_m0024,51.19,51.19,47.14,49.29,57.38,33.33,54.52,51.19,76.43,51.19,0.24,70.48,51.19,79.29,44.52,61.43
PT-TT-SNI-DGE-1-3835_m0004,87.08,87.08,87.64,87.08,87.08,72.47,84.27,87.08,85.39,87.08,0.0,86.52,87.08,54.49,85.96,81.46
PT-TT-SNI-DGE-1-3835_m0005,77.36,77.36,77.36,77.36,77.36,73.58,71.7,77.36,71.7,77.36,1.89,77.36,77.36,50.94,20.75,58.49
PT-TT-SNI-DGE-1-3835_m0006,71.08,71.08,77.11,73.49,69.88,72.89,71.69,71.69,58.43,71.08,0.0,69.88,71.08,48.8,68.07,70.48
PT-TT-SNI-DGE-1-3919_m0007,87.53,87.53,85.56,86.65,87.53,86.87,82.71,86.87,0.22,87.53,0.0,86.21,87.53,52.52,80.09,75.27
PT-TT-SNI-DGE-1-3919_m0008,81.55,81.55,90.78,88.35,83.5,78.64,77.67,82.52,0.49,81.55,0.0,86.41,81.55,59.22,68.45,79.61
PT-TT-SNI-DGE-1-3919_m0118,69.7,69.7,81.21,72.12,64.24,78.79,80.61,69.7,84.24,69.7,0.61,84.24,69.7,56.97,84.85,67.88
PT-TT-SNI-DGE-1-3919_m0119,68.92,68.92,12.16,39.19,67.57,83.33,83.78,63.96,43.24,68.92,0.45,84.68,68.92,75.68,64.86,84.23
PT-TT-SNI-DGE-1-3919_m0120,75.0,75.0,74.32,65.54,62.84,79.73,60.81,75.0,62.84,75.0,0.68,77.03,75.0,60.14,72.3,82.43
PT-TT-SNI-DGE-1-4097_m0001,11.54,11.54,20.77,17.69,11.54,15.38,9.23,10.77,13.08,11.54,0.0,14.62,11.54,15.38,21.54,0.77
PT-TT-SNI-DGE-1-4097_m0002,73.27,73.27,64.36,61.39,64.36,66.34,4.95,71.29,55.45,73.27,0.0,66.34,73.27,0.99,31.68,70.3
PT-TT-SNI-DGE-1-5107_m0002,55.37,55.37,80.17,86.78,55.37,58.68,5.79,55.37,43.8,55.37,0.83,44.63,55.37,61.98,55.37,71.07
PT-TT-SNI-DGE-1-5107_m0003,75.47,75.47,75.47,75.47,75.47,77.36,1.89,73.58,1.89,75.47,1.89,75.47,75.47,30.19,75.47,39.62
PT-TT-SNI-DGE-1-5527_m0005,39.67,39.67,86.78,86.78,55.37,85.95,69.42,39.67,47.93,39.67,0.83,44.63,39.67,52.07,55.37,76.86
PT-TT-SNI-DGE-1-5527_m0006,77.36,77.36,77.36,77.36,77.36,83.02,1.89,77.36,45.28,77.36,0.0,30.19,77.36,35.85,28.3,37.74
PT-TT-SNI-DGE-1-5583_m0002,58.72,58.72,71.87,73.09,74.31,36.09,34.86,57.8,27.83,58.72,0.31,50.46,58.72,26.91,55.96,28.75
PT-TT-SNI-DGE-1-5583_m0003,79.33,79.33,80.33,81.33,82.67,17.0,37.0,80.33,18.33,79.33,0.0,82.33,79.33,14.67,72.33,26.67
PT-TT-SNI-DGE-1-5964_m0003,60.0,60.0,59.35,59.35,60.65,81.94,32.26,60.0,30.97,60.0,0.65,51.61,60.0,62.58,60.65,79.35
PT-TT-SNI-DGE-1-5964_m0004,77.36,77.36,77.36,77.36,77.36,83.02,13.21,77.36,11.32,77.36,1.89,1.89,77.36,47.17,49.06,83.02
PT-TT-SNI-DGE-1-7208_m0004,84.59,84.59,78.81,68.4,83.82,77.65,83.24,83.43,44.51,84.59,0.19,83.62,84.59,64.55,84.2,78.61
PT-TT-SNI-DGE-1-7208_m0005,84.79,84.79,86.56,63.31,86.12,85.5,75.77,85.94,32.18,84.79,0.0,75.24,84.79,56.85,84.88,83.91
PT-TT-SNI-DGE-1-7208_m0012,77.36,77.36,77.36,77.36,77.36,77.36,77.36,77.36,47.17,77.36,0.0,77.36,77.36,33.96,73.58,11.32
PT-TT-SNI-DGE-1-7325_m0001,0.0,0.0,18.18,13.64,2.27,15.91,9.09,0.0,0.0,0.0,0.0,2.27,0.0,4.55,0.0,27.27
PT-TT-SNI-DSC-13-12_m0001,86.71,86.71,86.71,86.71,86.01,83.92,86.71,87.41,58.74,86.71,0.0,65.73,86.71,46.15,86.01,84.62
PT-TT-SNI-DSC-19-81_m0001,18.87,18.87,19.81,18.87,12.26,17.92,21.7,20.75,17.92,18.87,0.0,15.09,18.87,0.0,0.0,4.72
PT-TT-SNI-DSC-24-210_m0001,26.74,26.74,35.22,35.99,28.79,39.07,10.54,27.25,26.99,26.74,0.0,63.24,26.74,32.13,40.1,51.93
PT-TT-SNI-DSC-9-169_m0001,54.8,54.8,61.57,60.48,52.18,36.24,0.0,53.71,0.0,54.8,0.22,43.67,54.8,22.27,27.95,51.09
