file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-19-13_3_m0004,76.84,76.84,79.38,77.26,77.82,73.16,77.4,76.69,68.79,76.84,0.14,74.15,76.84,67.66,70.48,72.88
PT-TT-SNI-DSC-24-203_m0007,68.73,68.73,59.13,58.2,68.99,61.34,64.66,68.82,29.4,68.73,0.08,61.6,68.73,34.49,70.52,61.17
PT-TT-SNI-DSC-35-6-9242_m0676,73.23,73.23,75.75,79.84,72.76,76.69,72.76,73.7,75.12,73.23,0.16,74.17,73.23,64.09,74.49,72.13
PT-TT-SNI-DSC-35-8-9363_m0539,30.33,30.33,12.83,10.0,53.7,72.39,65.43,30.65,73.04,30.33,0.0,71.09,30.33,35.87,64.89,50.43
PT-TT-SNI-DSC-35-8-9368_m0548,88.3,88.3,88.1,85.96,89.22,88.1,69.07,88.91,78.74,88.3,0.1,87.69,88.3,66.02,89.42,88.91
PT-TT-SNI-DSC-9-73_m0003,94.89,94.89,93.95,94.62,95.3,94.15,0.0,94.56,69.83,94.89,0.07,94.29,94.89,68.95,94.69,94.96
PT-TT-SNI-DSC-9-73_m0004,92.25,92.25,88.68,92.25,93.39,91.57,0.0,92.78,48.86,92.25,0.0,93.77,92.25,73.86,92.63,93.77
PT-TT-SNI-DSC-9-73_m0006,76.65,76.65,76.65,65.99,79.7,60.91,1.52,71.57,0.51,76.65,0.0,54.31,76.65,39.09,51.78,81.22
PT-TT-SNI-DSC-9-73_m0007,70.09,70.09,69.39,67.13,70.43,72.52,0.35,70.26,63.3,70.09,0.17,66.61,70.09,34.78,69.39,70.78
PT-TT-SNI-DSC-9-73_m0021,88.18,88.18,86.58,88.18,87.86,76.68,0.0,86.9,46.33,88.18,0.32,88.5,88.18,75.08,53.67,88.18
PT-TT-SNI-DSC-9-857_m0002,46.68,46.68,29.88,39.63,74.69,79.67,80.29,49.79,0.21,46.68,0.21,64.32,46.68,74.27,80.5,91.29
PT-TT-SNI-DSC-9-857_m0004,89.25,89.25,87.87,84.4,86.31,87.35,84.92,88.56,79.55,89.25,0.17,88.91,89.25,78.34,84.75,86.31
PT-TT-SNI-DSC-9-857_m0005,87.19,87.19,89.98,90.77,87.19,90.05,89.98,87.04,84.11,87.19,0.07,90.34,87.19,70.79,89.84,90.12
PT-TT-SNI-DSC-9-857_m0006,88.87,88.87,89.61,89.24,88.87,88.31,87.38,88.13,67.72,88.87,0.0,90.35,88.87,77.55,88.5,90.72
PT-TT-SNI-DSC-9-857_m0007,86.17,86.17,85.11,84.75,84.57,85.46,85.64,86.17,76.24,86.17,0.18,84.57,86.17,67.73,85.11,86.7
PT-TT-SNI-DSC-9-857_m0008,92.53,92.53,94.28,92.88,92.18,92.42,0.12,93.0,86.81,92.53,0.12,90.43,92.53,86.7,93.47,89.96
PT-TT-SNI-DSC-9-857_m0009,90.63,90.63,93.46,89.32,90.2,87.8,89.98,90.41,84.97,90.63,0.22,89.76,90.63,76.91,85.19,89.76
PT-TT-SNI-DSC-9-857_m0010,91.58,91.58,91.89,91.73,92.04,90.02,82.53,91.26,66.93,91.58,0.16,91.89,91.58,75.66,92.04,92.04
PT-TT-SNI-DSC-9-857_m0013,81.73,81.73,75.44,82.46,82.25,42.62,61.2,81.63,0.1,81.73,0.0,65.53,81.73,57.17,72.45,72.34
